label,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,kp_34,kp_35,kp_36,kp_37,kp_38,kp_39,kp_40,kp_41,kp_42,kp_43,kp_44,kp_45,kp_46,kp_47,kp_48,kp_49,kp_50,kp_51,kp_52,kp_53,kp_54,kp_55,kp_56,kp_57,kp_58,kp_59,kp_60,kp_61,kp_62
trabajo,0.457309,0.79667,-0.0,0.475606,0.749348,-0.009937,0.523379,0.722212,-0.025583,0.567813,0.729905,-0.038702,0.600308,0.745196,-0.04854,0.501216,0.70308,-0.055793,0.570996,0.721226,-0.078068,0.561961,0.740826,-0.083021,0.543041,0.745039,-0.082897,0.493357,0.741805,-0.060216,0.569198,0.768128,-0.081176,0.551521,0.777173,-0.074816,0.524951,0.771821,-0.068541,0.4912,0.78481,-0.063896,0.562153,0.806096,-0.074433,0.544192,0.809661,-0.057577,0.519378,0.805481,-0.045789,0.49266,0.826856,-0.068726,0.547303,0.839686,-0.072642,0.535789,0.836826,-0.062283,0.51638,0.830879,-0.055183
trabajo,0.749552,0.522206,-0.0,0.736649,0.462645,0.003089,0.715839,0.408962,-0.001769,0.690265,0.373073,-0.009538,0.670318,0.355994,-0.016141,0.737678,0.358536,0.001295,0.682235,0.341634,-0.01239,0.68145,0.372363,-0.022144,0.695674,0.384545,-0.028201,0.72954,0.3726,-0.007712,0.666617,0.369955,-0.018198,0.673489,0.399213,-0.020017,0.692383,0.406387,-0.021772,0.717302,0.394333,-0.017726,0.661379,0.396361,-0.025695,0.669447,0.423747,-0.021125,0.687747,0.429179,-0.018898,0.704283,0.419493,-0.028533,0.662976,0.427493,-0.033955,0.670576,0.449017,-0.031317,0.686227,0.4542,-0.028786
trabajo,0.753558,0.516528,-0.0,0.741045,0.458964,0.003442,0.721082,0.405965,-0.000938,0.695693,0.370575,-0.008343,0.675544,0.35334,-0.014662,0.741109,0.355089,0.002852,0.685724,0.338359,-0.011554,0.684967,0.369085,-0.022282,0.699256,0.381551,-0.028767,0.732403,0.367597,-0.005992,0.670249,0.364372,-0.016722,0.676919,0.394323,-0.018841,0.695609,0.401625,-0.020568,0.72003,0.387821,-0.015963,0.664563,0.389807,-0.024307,0.672374,0.418518,-0.019846,0.690371,0.42459,-0.017431,0.706925,0.411937,-0.026705,0.666083,0.42095,-0.03228,0.673644,0.444032,-0.029565,0.68918,0.449962,-0.026816
trabajo,0.755193,0.507928,-0.0,0.744111,0.45273,0.003551,0.724945,0.401162,-0.000201,0.700148,0.367459,-0.007001,0.680697,0.352294,-0.012792,0.743131,0.35145,0.004078,0.688625,0.333155,-0.01037,0.68762,0.363213,-0.021531,0.701483,0.377336,-0.028154,0.735169,0.362367,-0.004502,0.6742,0.357652,-0.01465,0.680298,0.38799,-0.016931,0.69791,0.396227,-0.018794,0.72394,0.381298,-0.014295,0.668634,0.38287,-0.021915,0.675645,0.411789,-0.017432,0.692598,0.418461,-0.015086,0.711929,0.404828,-0.024883,0.669621,0.411539,-0.029692,0.676171,0.434615,-0.02653,0.690889,0.441025,-0.023578
trabajo,0.756994,0.501812,-0.0,0.746013,0.449886,0.004785,0.728857,0.401346,0.001747,0.706808,0.371854,-0.00478,0.687221,0.361759,-0.010644,0.747017,0.346577,0.005278,0.692594,0.326734,-0.008287,0.690518,0.356705,-0.019202,0.703932,0.372034,-0.0257,0.739121,0.355641,-0.003534,0.677837,0.35053,-0.012483,0.68328,0.381613,-0.0148,0.701503,0.390889,-0.01698,0.72806,0.373006,-0.013419,0.672429,0.374078,-0.019641,0.679072,0.404128,-0.01572,0.696418,0.412214,-0.014149,0.716062,0.394786,-0.024081,0.67384,0.401572,-0.027476,0.680466,0.42535,-0.024273,0.69579,0.432931,-0.021617
trabajo,0.758747,0.495196,-0.0,0.749355,0.443249,0.005658,0.733681,0.395081,0.002997,0.712669,0.366733,-0.003479,0.692305,0.357633,-0.009548,0.749433,0.339525,0.007135,0.696009,0.321146,-0.005083,0.693591,0.350779,-0.015408,0.706736,0.366352,-0.021817,0.741837,0.347823,-0.002101,0.680866,0.343543,-0.010179,0.685929,0.374726,-0.012605,0.704209,0.385389,-0.01503,0.730707,0.364583,-0.012342,0.675857,0.365201,-0.018399,0.682687,0.39569,-0.015315,0.700446,0.405312,-0.014333,0.718836,0.385338,-0.023235,0.677387,0.392193,-0.026871,0.683911,0.416858,-0.024243,0.699238,0.425637,-0.022017
trabajo,0.761272,0.479575,-0.0,0.748307,0.430062,0.005137,0.736685,0.386728,0.001454,0.721647,0.354722,-0.005953,0.704764,0.340368,-0.013114,0.760702,0.330117,0.00493,0.707442,0.309408,-0.00883,0.700035,0.338792,-0.020091,0.709166,0.359866,-0.026631,0.755826,0.334108,-0.003699,0.691577,0.32587,-0.012672,0.691257,0.358008,-0.015324,0.707162,0.372252,-0.017867,0.74531,0.34695,-0.013324,0.686231,0.342416,-0.0207,0.688264,0.374928,-0.017507,0.703786,0.388561,-0.016164,0.732459,0.363976,-0.023557,0.687113,0.36627,-0.028004,0.68921,0.391374,-0.025438,0.702037,0.402862,-0.023119
trabajo,0.450692,0.771782,-0.0,0.469628,0.720894,-0.007737,0.517385,0.686248,-0.022792,0.563488,0.687218,-0.036274,0.592547,0.704655,-0.046125,0.493793,0.657387,-0.04904,0.561103,0.671683,-0.069542,0.551049,0.692067,-0.073589,0.530712,0.696307,-0.073471,0.487015,0.696666,-0.055064,0.56141,0.720123,-0.072629,0.546764,0.734954,-0.065739,0.522454,0.732863,-0.06048,0.486351,0.739843,-0.0605,0.557206,0.761378,-0.069034,0.541616,0.770374,-0.052956,0.518785,0.766382,-0.043025,0.489245,0.782673,-0.067011,0.544586,0.796501,-0.068501,0.53232,0.798881,-0.057702,0.513093,0.792424,-0.051346
trabajo,0.459519,0.770825,-0.0,0.477394,0.719161,-0.007741,0.523546,0.684267,-0.022502,0.568557,0.685972,-0.035781,0.600133,0.700945,-0.045285,0.501479,0.658673,-0.048796,0.57004,0.6696,-0.069429,0.558219,0.69028,-0.073587,0.537603,0.693606,-0.073435,0.496076,0.696852,-0.0545,0.569865,0.717853,-0.071622,0.553649,0.733315,-0.064279,0.529756,0.730495,-0.058852,0.496437,0.73935,-0.059843,0.567019,0.75896,-0.068469,0.551144,0.768333,-0.052187,0.528364,0.764952,-0.042064,0.499976,0.781852,-0.066254,0.555739,0.793419,-0.06799,0.543667,0.796265,-0.057313,0.524385,0.791379,-0.051115
trabajo,0.467645,0.762235,-0.0,0.486819,0.713292,-0.00597,0.533946,0.67914,-0.019604,0.579147,0.67848,-0.03224,0.608323,0.687627,-0.041545,0.510122,0.647649,-0.045991,0.578262,0.656381,-0.066184,0.565587,0.679574,-0.070699,0.543723,0.683712,-0.071057,0.504395,0.684041,-0.052911,0.576274,0.702853,-0.067854,0.560609,0.719569,-0.060319,0.538109,0.716432,-0.056003,0.503869,0.726189,-0.059424,0.573336,0.743547,-0.067247,0.556686,0.754661,-0.050694,0.53468,0.751697,-0.041286,0.506787,0.769148,-0.066864,0.56257,0.778876,-0.068047,0.549207,0.783442,-0.056364,0.529779,0.779037,-0.049945
trabajo,0.466284,0.749718,-0.0,0.48859,0.706263,-0.006215,0.535709,0.678242,-0.019581,0.576481,0.685032,-0.032933,0.610613,0.702404,-0.043356,0.519249,0.642543,-0.039337,0.578889,0.653775,-0.061998,0.56699,0.671042,-0.069926,0.54636,0.67207,-0.071642,0.509861,0.673808,-0.047101,0.575809,0.700502,-0.064943,0.558006,0.714655,-0.061418,0.535133,0.71057,-0.058087,0.504466,0.714038,-0.055132,0.570569,0.739282,-0.066005,0.552835,0.749111,-0.05186,0.530642,0.746563,-0.042153,0.502375,0.757199,-0.064105,0.558868,0.774727,-0.067325,0.545872,0.779178,-0.056197,0.52615,0.77705,-0.049075
trabajo,0.439024,0.786523,-0.0,0.46268,0.735207,-0.007038,0.510329,0.701,-0.022746,0.556102,0.701999,-0.037107,0.582756,0.719459,-0.048259,0.482148,0.672051,-0.051216,0.550082,0.682787,-0.071968,0.541465,0.706834,-0.076363,0.520666,0.712651,-0.077118,0.474296,0.71144,-0.058483,0.549086,0.731025,-0.075699,0.536193,0.747898,-0.068489,0.513113,0.744873,-0.064514,0.472512,0.754726,-0.064971,0.544825,0.771533,-0.0744,0.530308,0.782462,-0.05786,0.508704,0.779036,-0.048403,0.474515,0.797717,-0.072425,0.53221,0.807421,-0.074165,0.519462,0.810202,-0.062224,0.499322,0.80467,-0.055684
trabajo,0.440253,0.78109,-0.0,0.46216,0.728211,-0.007344,0.510305,0.692858,-0.022677,0.555662,0.695468,-0.036855,0.579778,0.711446,-0.047821,0.481557,0.665811,-0.047346,0.54889,0.677956,-0.06888,0.537392,0.699094,-0.074985,0.515406,0.703245,-0.0765,0.474603,0.705869,-0.054129,0.548481,0.727315,-0.07204,0.53263,0.742028,-0.065801,0.507462,0.739051,-0.061564,0.473492,0.74921,-0.06055,0.544781,0.767736,-0.069379,0.527704,0.776541,-0.053082,0.503898,0.772317,-0.043341,0.475957,0.792428,-0.068147,0.531876,0.802205,-0.068986,0.517435,0.803976,-0.057068,0.496218,0.797767,-0.050402
trabajo,0.440876,0.774863,-0.0,0.460688,0.723395,-0.007886,0.507238,0.688176,-0.023096,0.55163,0.690826,-0.036897,0.578818,0.708625,-0.047227,0.481605,0.663871,-0.048134,0.548579,0.676502,-0.069268,0.536721,0.695502,-0.074708,0.515671,0.697819,-0.075673,0.475016,0.703289,-0.05417,0.549023,0.724853,-0.072166,0.532757,0.73865,-0.065369,0.507713,0.735938,-0.060346,0.474415,0.746248,-0.059901,0.546017,0.765187,-0.068439,0.529812,0.772936,-0.05189,0.506137,0.769339,-0.041722,0.477096,0.789245,-0.066827,0.533311,0.799631,-0.0674,0.520202,0.80076,-0.055847,0.49989,0.795237,-0.049361
trabajo,0.440433,0.775309,-0.0,0.460113,0.723768,-0.008118,0.50667,0.688634,-0.023352,0.550168,0.690961,-0.036974,0.579301,0.706441,-0.046995,0.482221,0.663049,-0.049734,0.550215,0.674316,-0.070906,0.53998,0.695051,-0.07577,0.519467,0.698693,-0.076012,0.475763,0.70205,-0.055569,0.550655,0.723918,-0.074324,0.534898,0.738716,-0.067818,0.509508,0.735233,-0.062441,0.475167,0.744875,-0.060976,0.546709,0.764017,-0.070481,0.530955,0.772909,-0.054284,0.50722,0.769349,-0.043786,0.477719,0.787326,-0.067461,0.533444,0.797733,-0.069111,0.521446,0.800066,-0.057964,0.501804,0.795593,-0.051329
trabajo,0.723415,0.492015,-0.0,0.722721,0.438309,0.005776,0.711158,0.391905,0.002065,0.690777,0.368396,-0.004966,0.669886,0.367915,-0.011551,0.719536,0.346529,0.002454,0.670716,0.325953,-0.010523,0.668623,0.353,-0.02088,0.680493,0.366468,-0.027112,0.710517,0.356115,-0.006929,0.655813,0.347277,-0.015719,0.660237,0.374882,-0.017584,0.676354,0.384044,-0.019152,0.698311,0.373519,-0.016803,0.649608,0.370232,-0.021743,0.655182,0.396673,-0.017724,0.671059,0.4039,-0.016048,0.68492,0.394689,-0.027293,0.647905,0.399318,-0.030182,0.654102,0.419807,-0.02694,0.667553,0.426358,-0.024249
trabajo,0.726393,0.482331,-0.0,0.732129,0.429755,0.006408,0.723594,0.383023,0.002953,0.702998,0.359109,-0.003843,0.681795,0.355821,-0.010542,0.735765,0.3384,0.002334,0.688537,0.313308,-0.009301,0.683746,0.340109,-0.018767,0.694196,0.354975,-0.024813,0.722924,0.345849,-0.007335,0.669972,0.33107,-0.014276,0.672095,0.359011,-0.015884,0.687342,0.36972,-0.018022,0.70716,0.361183,-0.017251,0.659851,0.352577,-0.021067,0.663273,0.380155,-0.017186,0.678836,0.38905,-0.01625,0.69077,0.380464,-0.027629,0.654658,0.37986,-0.029967,0.659498,0.402304,-0.026331,0.673044,0.410422,-0.023684
trabajo,0.727436,0.475071,-0.0,0.73527,0.422796,0.006537,0.727083,0.376715,0.003633,0.704319,0.35223,-0.002995,0.679824,0.350012,-0.009935,0.746643,0.338472,0.004705,0.700147,0.310061,-0.006025,0.690814,0.33655,-0.01557,0.698675,0.35391,-0.02189,0.734055,0.340834,-0.004631,0.679878,0.324941,-0.010415,0.677979,0.353018,-0.012978,0.691465,0.366003,-0.016038,0.71628,0.35112,-0.014276,0.666184,0.343529,-0.018034,0.666839,0.371997,-0.016759,0.681469,0.383756,-0.017623,0.697082,0.364756,-0.02438,0.659017,0.369729,-0.027589,0.661203,0.393521,-0.026378,0.673564,0.403523,-0.025527
trabajo,0.718991,0.474207,-0.0,0.731947,0.423644,0.00534,0.727636,0.37665,0.001152,0.707456,0.350812,-0.006085,0.68389,0.346449,-0.013411,0.746115,0.342082,-0.00105,0.703012,0.309016,-0.011843,0.693699,0.334921,-0.020348,0.701092,0.352668,-0.026116,0.731084,0.343801,-0.010219,0.680534,0.321581,-0.01626,0.67824,0.349103,-0.017905,0.69121,0.363061,-0.020628,0.711611,0.353172,-0.019377,0.665727,0.341538,-0.022396,0.66598,0.368046,-0.019914,0.679986,0.379369,-0.020489,0.691855,0.365792,-0.029085,0.657671,0.366685,-0.031356,0.659456,0.38856,-0.029276,0.671287,0.397476,-0.028194
trabajo,0.705887,0.491733,-0.0,0.718105,0.439036,0.00759,0.71686,0.391435,0.003875,0.7025,0.365102,-0.003378,0.683513,0.356784,-0.010687,0.730048,0.350928,0.000993,0.690247,0.315717,-0.010384,0.682548,0.337663,-0.019567,0.688089,0.355993,-0.025249,0.717748,0.353512,-0.008935,0.66907,0.332166,-0.016377,0.668169,0.359192,-0.018584,0.680876,0.374759,-0.020838,0.701548,0.36409,-0.018679,0.657977,0.350139,-0.021884,0.658841,0.376512,-0.018393,0.672382,0.389509,-0.017771,0.683839,0.377568,-0.028769,0.650157,0.374387,-0.030585,0.652322,0.396064,-0.027315,0.664078,0.406631,-0.02491
trabajo,0.461099,0.75966,-0.0,0.477487,0.712535,-0.006951,0.521935,0.678514,-0.021036,0.564564,0.678161,-0.033903,0.595361,0.688306,-0.043234,0.499481,0.648112,-0.047074,0.565326,0.656204,-0.068183,0.55464,0.679298,-0.073243,0.534007,0.682818,-0.073571,0.493909,0.683862,-0.053438,0.565837,0.700264,-0.071185,0.550976,0.719084,-0.064931,0.528103,0.717888,-0.059986,0.493932,0.725071,-0.059458,0.562381,0.741646,-0.069066,0.546564,0.75402,-0.053238,0.524402,0.751973,-0.043006,0.497381,0.767466,-0.066469,0.551935,0.777779,-0.068905,0.539742,0.78113,-0.058204,0.520363,0.775963,-0.051728
escuela,0.364497,0.601424,0.0,0.382958,0.570138,0.010229,0.380067,0.535637,0.018265,0.378478,0.514221,0.022478,0.380893,0.502963,0.026305,0.33648,0.486885,0.022701,0.32912,0.440435,0.021791,0.327345,0.405928,0.018147,0.327542,0.376577,0.014702,0.330046,0.486839,0.012093,0.318819,0.433827,0.010158,0.316624,0.393602,0.005035,0.317245,0.35931,0.001118,0.325049,0.491576,0.000518,0.312846,0.441321,-0.00263,0.310188,0.406262,-0.00746,0.309375,0.376954,-0.010498,0.322999,0.502169,-0.010935,0.310791,0.458801,-0.0146,0.308364,0.430384,-0.016863,0.309137,0.407352,-0.018354
escuela,0.364089,0.599603,0.0,0.383726,0.568418,0.008967,0.381083,0.535528,0.016737,0.379813,0.515009,0.020881,0.381853,0.501969,0.024712,0.336745,0.487443,0.022828,0.328345,0.441486,0.021578,0.326303,0.406434,0.017554,0.326535,0.376956,0.014048,0.330112,0.487276,0.013082,0.318516,0.43419,0.010665,0.315952,0.393492,0.004726,0.316607,0.358646,0.000442,0.324946,0.491403,0.002202,0.312838,0.441281,-0.001785,0.310063,0.405496,-0.007734,0.309256,0.375633,-0.011187,0.322708,0.500949,-0.008576,0.311685,0.457368,-0.01262,0.310349,0.428882,-0.015277,0.312417,0.405919,-0.01687
escuela,0.365092,0.598322,0.0,0.384037,0.565796,0.012228,0.381238,0.532921,0.020847,0.380194,0.512246,0.02506,0.382594,0.499219,0.028829,0.337643,0.483015,0.026008,0.330548,0.436327,0.025824,0.328795,0.402537,0.022425,0.329365,0.373657,0.019082,0.331027,0.482646,0.014252,0.319644,0.429583,0.013009,0.317078,0.389113,0.007688,0.317592,0.355048,0.003372,0.325656,0.487295,0.001523,0.313118,0.438293,-0.000794,0.310273,0.403614,-0.0056,0.309514,0.374423,-0.008986,0.323083,0.497864,-0.011012,0.310353,0.45561,-0.0141,0.307716,0.426853,-0.016365,0.308247,0.40244,-0.018104
escuela,0.364592,0.599434,0.0,0.384286,0.564471,0.018797,0.38129,0.532627,0.030175,0.380083,0.5123,0.03561,0.382465,0.497794,0.040179,0.336197,0.483465,0.035332,0.328934,0.437229,0.037918,0.327166,0.403539,0.035625,0.327344,0.373506,0.032442,0.33031,0.482433,0.019723,0.319085,0.429323,0.020449,0.317051,0.388264,0.015033,0.31786,0.353768,0.010142,0.325249,0.486302,0.003304,0.314037,0.435493,0.002376,0.313168,0.39837,-0.002777,0.313665,0.366701,-0.007049,0.323261,0.495315,-0.012463,0.310634,0.450521,-0.014734,0.30891,0.419638,-0.017079,0.310774,0.393023,-0.019418
escuela,0.364411,0.600171,0.0,0.384212,0.567924,0.012335,0.381669,0.534872,0.021773,0.380564,0.513969,0.026865,0.382068,0.500784,0.031322,0.336613,0.485118,0.027018,0.329055,0.438589,0.027092,0.32804,0.404008,0.023683,0.329196,0.374222,0.020264,0.330675,0.484393,0.015321,0.319177,0.431182,0.014246,0.317619,0.390596,0.008709,0.319118,0.356186,0.004279,0.3259,0.488499,0.002555,0.314021,0.438526,-0.000377,0.312082,0.402481,-0.00609,0.311966,0.372225,-0.009922,0.324236,0.497908,-0.009942,0.31292,0.452353,-0.014229,0.311523,0.421971,-0.017488,0.313532,0.397104,-0.019771
escuela,0.364071,0.60159,0.0,0.383422,0.571198,0.008172,0.380822,0.537689,0.015596,0.379462,0.516798,0.019575,0.381274,0.504028,0.023129,0.336384,0.489781,0.021344,0.328182,0.443785,0.019565,0.326393,0.408164,0.01515,0.326624,0.378369,0.01129,0.329973,0.489783,0.011849,0.31836,0.437199,0.009143,0.316341,0.396774,0.002802,0.317435,0.362183,-0.00194,0.325009,0.494046,0.001222,0.313408,0.443963,-0.003108,0.311222,0.407706,-0.009616,0.310754,0.377323,-0.013649,0.322951,0.503644,-0.00932,0.312058,0.460582,-0.014064,0.310803,0.431377,-0.017458,0.312883,0.407072,-0.019663
escuela,0.363347,0.618069,0.0,0.378826,0.578071,0.006228,0.365667,0.542401,0.010477,0.35819,0.521279,0.011165,0.354141,0.502886,0.011511,0.317097,0.522286,0.012944,0.306706,0.469714,0.006002,0.3041,0.426325,-0.001457,0.30176,0.389782,-0.006756,0.312044,0.522582,0.003664,0.301567,0.462983,-0.003182,0.301122,0.416514,-0.011609,0.301425,0.375732,-0.017168,0.314643,0.523119,-0.006332,0.304737,0.464392,-0.013867,0.30364,0.419738,-0.021291,0.303139,0.383927,-0.025083,0.325854,0.523183,-0.016265,0.316197,0.473827,-0.022476,0.313529,0.440439,-0.025594,0.313076,0.413281,-0.027008
escuela,0.439096,0.681135,0.0,0.414473,0.650941,-0.000638,0.399402,0.604485,-0.006604,0.401524,0.566287,-0.013733,0.408367,0.538131,-0.020247,0.387305,0.591521,-0.017953,0.387303,0.523738,-0.030552,0.388802,0.482721,-0.036577,0.389611,0.451037,-0.039871,0.399233,0.593133,-0.025204,0.398758,0.520673,-0.03723,0.407599,0.483707,-0.041309,0.414175,0.460188,-0.043454,0.417384,0.599151,-0.031876,0.421424,0.527968,-0.042747,0.438227,0.5182,-0.040376,0.448679,0.524055,-0.036681,0.438731,0.605305,-0.038624,0.438483,0.550246,-0.046884,0.445351,0.531307,-0.045244,0.449666,0.523931,-0.042354
escuela,0.436736,0.716408,0.0,0.412674,0.678189,-0.003236,0.39836,0.618112,-0.006907,0.393275,0.570971,-0.01087,0.377528,0.54528,-0.015602,0.402573,0.617637,-0.020118,0.404872,0.55741,-0.033977,0.407431,0.521377,-0.041826,0.407661,0.492297,-0.047142,0.416484,0.626072,-0.02578,0.41862,0.562135,-0.040333,0.420692,0.522055,-0.048007,0.421388,0.487942,-0.053217,0.436119,0.638393,-0.031274,0.439045,0.578117,-0.044951,0.441133,0.538475,-0.051935,0.441486,0.50361,-0.056268,0.459894,0.653004,-0.036581,0.465564,0.608958,-0.049784,0.467799,0.579164,-0.056387,0.470077,0.550474,-0.060695
escuela,0.391384,0.665652,0.0,0.367893,0.640649,0.002841,0.352444,0.59721,-2e-06,0.353071,0.559281,-0.004429,0.357781,0.53258,-0.009345,0.338173,0.58753,-0.012604,0.329704,0.522851,-0.025067,0.327864,0.481325,-0.032018,0.325065,0.447949,-0.035817,0.348996,0.587314,-0.020729,0.339692,0.519243,-0.032635,0.335393,0.472877,-0.039979,0.331555,0.437413,-0.044023,0.366612,0.587161,-0.028006,0.356227,0.522454,-0.037985,0.350228,0.478486,-0.043933,0.345026,0.44559,-0.046846,0.389623,0.5874,-0.034692,0.383515,0.538411,-0.042956,0.379104,0.506939,-0.045812,0.375379,0.481042,-0.046593
escuela,0.36156,0.60685,0.0,0.379915,0.561931,0.005623,0.369467,0.513437,0.010795,0.360696,0.482773,0.012299,0.358522,0.456971,0.012946,0.342034,0.482923,0.014961,0.33378,0.435962,0.009248,0.331435,0.401552,0.00266,0.328868,0.371006,-0.002937,0.333948,0.483215,0.004794,0.324487,0.430564,-0.001717,0.322006,0.389539,-0.009827,0.319831,0.353837,-0.016095,0.326763,0.490578,-0.006948,0.318427,0.438032,-0.015098,0.319567,0.400598,-0.023105,0.320633,0.369246,-0.028432,0.321764,0.504189,-0.018703,0.315958,0.459893,-0.027457,0.315865,0.427471,-0.033479,0.316902,0.39878,-0.037851
escuela,0.361216,0.609056,0.0,0.37974,0.561751,0.007146,0.369128,0.513337,0.01248,0.360347,0.483093,0.013744,0.35735,0.457714,0.014008,0.341534,0.48289,0.015572,0.333542,0.435341,0.009469,0.331117,0.400447,0.002684,0.328528,0.369326,-0.003054,0.333626,0.483863,0.004234,0.323964,0.430141,-0.002868,0.321541,0.3884,-0.011288,0.319389,0.352388,-0.017722,0.326661,0.491988,-0.008559,0.31742,0.438615,-0.017349,0.318298,0.40042,-0.025492,0.319212,0.36839,-0.030797,0.322182,0.50633,-0.02122,0.316043,0.460136,-0.030396,0.315698,0.427082,-0.036442,0.316528,0.398251,-0.040784
escuela,0.362017,0.608351,0.0,0.379949,0.563323,0.005668,0.369267,0.515371,0.010793,0.360395,0.485585,0.012229,0.35797,0.460496,0.012722,0.342161,0.484841,0.014437,0.334004,0.437604,0.008418,0.331721,0.402823,0.001772,0.329208,0.372099,-0.003811,0.334102,0.485307,0.004076,0.324696,0.431932,-0.002963,0.322072,0.390454,-0.011401,0.31957,0.354414,-0.017765,0.327015,0.492803,-0.007821,0.318501,0.43911,-0.016775,0.319627,0.400541,-0.025325,0.320526,0.36825,-0.030811,0.322118,0.506259,-0.019635,0.316669,0.460527,-0.029073,0.316897,0.427583,-0.03543,0.318191,0.398664,-0.039907
escuela,0.361844,0.610422,0.0,0.380067,0.563287,0.005069,0.369802,0.514491,0.009997,0.360962,0.484398,0.011301,0.357826,0.45953,0.011748,0.341533,0.485432,0.014957,0.333295,0.438694,0.008683,0.331021,0.403842,0.00158,0.328413,0.372837,-0.004259,0.333594,0.486346,0.004912,0.324348,0.433602,-0.002189,0.321704,0.392189,-0.010955,0.319102,0.355659,-0.017518,0.32665,0.494022,-0.006769,0.31818,0.441583,-0.015658,0.318973,0.403703,-0.024159,0.319544,0.371846,-0.029478,0.321977,0.507562,-0.018491,0.316523,0.461765,-0.027418,0.31686,0.429101,-0.033371,0.318335,0.400898,-0.037511
escuela,0.361831,0.608194,0.0,0.380118,0.560611,0.006804,0.369529,0.513048,0.012126,0.360776,0.483508,0.01343,0.358057,0.458768,0.013856,0.341056,0.484117,0.015783,0.332994,0.436757,0.009986,0.330481,0.40226,0.00343,0.327891,0.371355,-0.002143,0.33322,0.485113,0.004678,0.323741,0.432329,-0.002055,0.321207,0.391089,-0.010313,0.319136,0.355174,-0.016665,0.326491,0.493234,-0.007932,0.317851,0.441577,-0.016324,0.318677,0.404416,-0.024271,0.319535,0.373178,-0.029486,0.322353,0.507384,-0.020499,0.315724,0.462276,-0.029302,0.315571,0.429902,-0.035158,0.316866,0.402026,-0.039376
escuela,0.701588,0.691045,-0.0,0.682847,0.636886,0.022327,0.688965,0.587234,0.033576,0.692442,0.557104,0.036362,0.69563,0.528924,0.036985,0.742417,0.560704,0.040189,0.744139,0.515351,0.043629,0.745714,0.475429,0.042058,0.746102,0.443053,0.03806,0.754518,0.566236,0.019093,0.756931,0.505549,0.020848,0.754643,0.460091,0.016998,0.751979,0.423206,0.013072,0.758202,0.576762,-0.003221,0.758183,0.514906,-0.008809,0.753182,0.472558,-0.012571,0.748675,0.436937,-0.015043,0.752591,0.588505,-0.024746,0.747088,0.534153,-0.032936,0.742033,0.499848,-0.036159,0.737146,0.47046,-0.038137
escuela,0.481447,0.731892,0.0,0.466933,0.68079,-0.00299,0.469191,0.626416,-0.009812,0.490591,0.58629,-0.016659,0.51049,0.566623,-0.022914,0.455521,0.62051,-0.023316,0.465055,0.552782,-0.037668,0.475356,0.517772,-0.04444,0.484588,0.488487,-0.048838,0.47209,0.634933,-0.029693,0.483722,0.569532,-0.045204,0.49426,0.529852,-0.051327,0.502423,0.496277,-0.05511,0.493567,0.653141,-0.03587,0.51047,0.593294,-0.05001,0.517489,0.566552,-0.053205,0.521759,0.543582,-0.053855,0.518352,0.670336,-0.04204,0.526231,0.626841,-0.054202,0.529313,0.594227,-0.059004,0.533227,0.561616,-0.061394
escuela,0.401948,0.664501,-0.0,0.424013,0.634666,-0.011657,0.434145,0.607092,-0.025352,0.442265,0.580409,-0.038321,0.452135,0.552092,-0.052686,0.421979,0.633849,-0.029171,0.412999,0.620259,-0.045695,0.415872,0.616375,-0.060154,0.420562,0.619674,-0.071355,0.39891,0.658191,-0.033915,0.392615,0.643057,-0.047372,0.391679,0.63849,-0.055567,0.392621,0.639459,-0.065261,0.379392,0.676318,-0.03877,0.373603,0.665013,-0.053596,0.370882,0.660581,-0.053544,0.367682,0.664175,-0.055374,0.362067,0.688172,-0.044481,0.356109,0.680684,-0.058974,0.352314,0.678296,-0.058357,0.348963,0.681474,-0.058472
escuela,0.748772,0.706727,-0.0,0.732699,0.645469,0.016016,0.743271,0.59747,0.02267,0.7482,0.563455,0.022892,0.753173,0.534847,0.020903,0.806895,0.587003,0.028442,0.806554,0.534578,0.028824,0.80422,0.494609,0.02447,0.800454,0.461651,0.019583,0.814571,0.592846,0.011115,0.813567,0.525931,0.013562,0.808802,0.479965,0.00832,0.802332,0.445315,0.002634,0.812776,0.599393,-0.007121,0.808376,0.532335,-0.00982,0.802512,0.487272,-0.014205,0.796434,0.45343,-0.018273,0.800496,0.603877,-0.025101,0.795666,0.546895,-0.030933,0.791799,0.512412,-0.033414,0.787927,0.484792,-0.03518
